,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TW_unscaled,TW_monthly,isPartial,scale,TW,Stock_Price_Change,Stock_Price_Change_Percent
128,2020-01-14,5,0.20499305555555555,0.012867142465001313,TW,45.58000183105469,46.02000045776367,45.55400085449219,45.709999084472656,45.3581428527832,545200,83,44.0,,0.44,36.52,-0.75,-0.0160359203048821
129,2020-01-16,9,0.2084652777777778,0.01693824316541903,TW,45.900001525878906,46.060001373291016,45.09999847412109,45.65999984741211,45.30852890014648,590100,82,44.0,,0.44,36.08,0.04000091552734375,0.0008692071953380065
130,2020-01-17,1,0.20152083333333334,-0.0333122355841301,TW,45.72999954223633,46.5099983215332,45.2400016784668,45.75,45.39783477783203,772600,89,44.0,,0.44,39.16,0.4499969482421875,0.009769798845536526
131,2020-01-21,1,0.20152083333333334,0.0,TW,45.5099983215332,46.13999938964844,45.27899932861328,45.81999969482422,45.46730041503906,613300,92,44.0,,0.44,40.48,-0.3699989318847656,-0.007955255756555535
132,2020-01-22,1,0.20152083333333334,0.0,TW,45.7599983215332,46.0,44.95100021362305,45.06999969482422,44.72307586669922,660800,84,44.0,,0.44,36.96,-0.1399993896484375,-0.003034230418300532
133,2020-01-23,4,0.204125,0.01292256797270741,TW,45.0,45.11000061035156,44.34000015258789,44.900001525878906,44.55438232421875,439300,80,44.0,,0.44,35.2,-0.8899993896484375,-0.019347812818444332
134,2020-01-24,8,0.2075972222222222,0.01701027420562018,TW,44.869998931884766,45.220001220703125,44.5,45.040000915527344,44.69330596923828,936700,73,44.0,,0.44,32.12,0.1100006103515625,0.002438497203795631
135,2020-01-27,14,0.21280555555555555,0.05599779454839937,TW,44.66999816894531,44.900001525878906,44.13999938964844,44.619998931884766,44.27653121948242,402100,78,44.0,,0.44,34.32,-0.31999969482421875,-0.007076507876733862
136,2020-01-29,57,0.2501319444444444,0.1754013836313797,TW,44.380001068115234,44.790000915527344,44.02000045776367,44.11000061035156,43.77046203613281,378300,82,44.0,,0.44,36.08,-0.1100006103515625,-0.00244990215174401
137,2020-01-30,6,0.2058611111111111,-0.1769899219856187,TW,44.130001068115234,44.9900016784668,44.09000015258789,44.95000076293945,44.60399627685547,242300,72,44.0,,0.44,31.68,0.20000076293945312,0.00446529937154172
138,2020-01-31,18,0.2162777777777778,0.050600458777493085,TW,44.91999816894531,46.290000915527344,44.56999969482422,46.18000030517578,45.82452774047852,699500,77,44.0,,0.44,33.88,1.2999992370605469,0.028895292032913078
139,2020-02-03,5,0.20499305555555555,0.012867142465001313,TW,46.650001525878906,47.04999923706055,45.83000183105469,46.709999084472656,46.35044860839844,610600,74,46.0,,0.46,34.04,0.7599983215332031,0.016418196295137077
140,2020-02-06,4,0.204125,-0.004234560791354758,TW,45.5,45.86000061035156,44.77000045776367,44.84999847412109,44.50476837158203,343600,82,46.0,,0.46,37.72,-1.1899986267089844,-0.025292213517649542
141,2020-02-07,14,0.21280555555555555,0.04252568551405056,TW,44.869998931884766,45.619998931884766,44.672000885009766,44.97999954223633,44.63376235961914,309500,67,46.0,,0.46,30.82,-0.24000167846679688,-0.005233355326485167
142,2020-02-10,2,0.2023888888888889,0.0,TW,44.93000030517578,45.44499969482422,44.459999084472656,45.13999938964844,44.79253005981445,403000,86,46.0,,0.46,39.56,-0.17499923706054688,-0.0038360201919741543
143,2020-02-11,22,0.21975,0.08578094976667572,TW,45.209999084472656,46.84999847412109,44.959999084472656,46.18000030517578,45.82452774047852,880900,100,46.0,,0.46,46.0,1.404998779296868,0.030916465809920135
144,2020-02-12,10,0.20933333333333334,-0.047402351156617284,TW,46.18000030517578,47.630001068115234,45.400001525878906,46.88999938964844,46.52906036376953,1615100,84,46.0,,0.46,38.64,0.7800025939941477,0.016648935312666202
145,2020-02-13,3,0.20325694444444445,-0.029027335456475623,TW,46.95000076293945,47.45000076293945,46.7599983215332,47.31999969482422,46.95575714111328,1275200,76,46.0,,0.46,34.96,-0.18000030517578125,-0.003779137122385645
146,2020-02-14,5,0.20499305555555555,0.00854146024804403,TW,47.36000061035156,50.0,47.36000061035156,49.45000076293945,49.0693588256836,2442100,95,46.0,,0.46,43.7,2.549999237060547,0.053740762825281285
147,2020-02-18,8,0.2075972222222222,0.030152658602984106,TW,49.630001068115234,49.95000076293945,48.400001525878906,48.86000061035156,48.48390197753906,1170700,72,46.0,,0.46,33.120000000000005,-0.049999237060546875,-0.0009999847412109908
148,2020-02-19,3,0.20325694444444445,-0.02090720545928937,TW,48.9900016784668,50.2599983215332,48.9900016784668,50.06999969482422,49.6845817565918,1255000,74,46.0,,0.46,34.04,0.30999755859375,0.0062061572344109805
149,2020-02-21,10,0.20933333333333334,0.029895110868153996,TW,51.56999969482422,52.18000030517578,50.63999938964844,51.79499816894531,51.39630508422852,770200,86,46.0,,0.46,39.56,1.9200019836425781,0.03820139370796549
150,2020-02-24,5,0.20499305555555555,0.00854146024804403,TW,50.68000030517578,52.7400016784668,50.51300048828125,51.150001525878906,50.75627136230469,1190200,76,46.0,,0.46,34.96,0.5600013732910156,0.010732107512760436
151,2020-02-26,11,0.2102013888888889,0.025407364748128325,TW,49.65999984741211,50.4900016784668,49.31999969482422,50.0,49.6151237487793,888200,77,46.0,,0.46,35.42,-2.25,-0.042662114683220675
152,2020-02-27,3,0.20325694444444445,-0.03303710066404575,TW,49.18000030517578,50.09000015258789,48.52000045776367,48.77000045776367,48.39459228515625,699100,67,46.0,,0.46,30.82,-0.40000152587890625,-0.007922390821577308
153,2020-02-28,1,0.20152083333333334,-0.00854146024804403,TW,47.81999969482422,48.97999954223633,47.400001525878906,48.220001220703125,47.92744445800781,1334800,74,46.0,,0.46,34.04,-1.1100006103515625,-0.02216012391635447
154,2020-03-02,31,0.2275625,0.10541762245311026,TW,48.77999877929688,50.56999969482422,48.29999923706055,50.2599983215332,49.9550666809082,1236800,70,44.0,,0.44,30.8,1.5900001525878906,0.03246223290012096
155,2020-03-03,22,0.21975,-0.03433122768470198,TW,50.5099983215332,52.45299911499024,50.150001525878906,51.84000015258789,51.52548599243164,815700,78,44.0,,0.44,34.32,1.8829994201660227,0.03723550388628438
156,2020-03-04,46,0.24058333333333334,0.09480470231323479,TW,52.59999847412109,53.34999847412109,51.15999984741211,51.70000076293945,51.38633346557617,1187500,88,44.0,,0.44,38.72,0.8969993591308452,0.017101011844230296
157,2020-03-05,4,0.204125,-0.15154139244890896,TW,51.09000015258789,51.9900016784668,50.77000045776367,51.119998931884766,50.80984878540039,758400,74,44.0,,0.44,32.56,-1.3599967956542898,-0.025491974405847384
158,2020-03-06,2,0.2023888888888889,-0.00850513710281009,TW,50.59999847412109,51.16999816894531,48.630001068115234,49.58000183105469,49.27919387817383,1031600,83,44.0,,0.44,36.52,-0.8200035095214844,-0.015772330891482
159,2020-03-09,9,0.2084652777777778,0.02562438074413209,TW,47.0099983215332,48.18000030517578,45.59999847412109,46.84999847412109,46.56575393676758,1538100,74,44.0,,0.44,32.56,-2.9899978637695312,-0.058432635738965844
160,2020-03-10,7,0.20672916666666666,-0.008328058896032609,TW,47.5,49.9900016784668,46.97999954223633,49.72999954223633,49.42828369140625,869700,100,44.0,,0.44,44.0,1.8100013732910156,0.03756748364106133
161,2020-03-11,2,0.2023888888888889,-0.020994994793241184,TW,48.61000061035156,49.47999954223633,48.11399841308594,48.630001068115234,48.33495330810547,923000,88,44.0,,0.44,38.72,-0.5100021362304688,-0.010202082798691947
162,2020-03-12,17,0.2154097222222222,0.06433571232500679,TW,45.93000030517578,47.040000915527344,42.27000045776367,43.22999954223633,42.96772003173828,935400,92,44.0,,0.44,40.48,-2.4399986267089844,-0.049312826380004116
163,2020-03-13,4,0.204125,-0.05238724652632254,TW,43.47999954223633,45.52999877929688,39.650001525878906,43.400001525878906,43.13668823242188,1056500,82,44.0,,0.44,36.08,-1.5100021362304616,-0.03210038492435552
164,2020-03-16,1,0.20152083333333334,-0.004289047488333808,TW,39.630001068115234,41.68999862670898,37.650001525878906,38.869998931884766,38.63417053222656,760900,97,44.0,,0.44,42.68,-3.840000152587905,-0.08434000121989915
165,2020-03-17,13,0.2119375,0.051690271890830086,TW,38.90999984741211,40.84999847412109,37.0099983215332,40.06999969482422,39.8268928527832,1215400,79,44.0,,0.44,34.76,-0.8400001525878906,-0.02014872104240706
166,2020-03-18,27,0.2240902777777778,0.05734132835282946,TW,40.43999862670898,40.540000915527344,33.22999954223633,36.220001220703125,36.00025177001953,958600,78,44.0,,0.44,34.32,-0.3099975585937429,-0.007588679808400278
167,2020-03-19,34,0.23016666666666666,0.027115807741175724,TW,35.720001220703125,43.9900016784668,35.040000915527344,40.0,39.75731658935547,1220600,95,44.0,,0.44,41.8,3.450000762939453,0.08510115157935427
168,2020-03-20,3,0.20325694444444445,-0.11691407192855419,TW,39.619998931884766,41.25,36.630001068115234,39.27000045776367,39.03174591064453,1659300,90,44.0,,0.44,39.6,-2.740001678466797,-0.06228691916163376
169,2020-03-23,7,0.20672916666666666,0.030283103758565577,TW,39.040000915527344,39.150001525878906,36.02999877929688,36.63999938964844,36.417701721191406,1006300,79,44.0,,0.44,34.76,-2.0999984741210938,-0.05090905391808709
170,2020-03-24,2,0.2023888888888889,-0.020994994793241184,TW,38.220001220703125,40.93999862670898,38.220001220703125,40.34999847412109,40.10519409179688,1045100,68,44.0,,0.44,29.92,1.789997100830071,0.04572150781774176
171,2020-03-25,1,0.20152083333333334,-0.004289047488333808,TW,40.43999862670898,43.95000076293945,39.869998931884766,41.61000061035156,41.357547760009766,863400,84,44.0,,0.44,36.96,3.010002136230476,0.07352228229599334
172,2020-03-26,1,0.20152083333333334,0.0,TW,42.06999969482422,43.66400146484375,41.130001068115234,42.63999938964844,42.38129806518555,800400,85,44.0,,0.44,37.4,-0.2859992980957031,-0.006507378683298426
173,2020-03-27,22,0.21975,0.09045797580895276,TW,41.5099983215332,42.970001220703125,40.05500030517578,42.09999847412109,41.844573974609375,559700,90,44.0,,0.44,39.6,-0.694000244140625,-0.015894105461209285
174,2020-03-30,7,0.20672916666666666,-0.05925293894577177,TW,42.220001220703125,42.470001220703125,40.9900016784668,41.970001220703125,41.71536636352539,430700,87,44.0,,0.44,38.28,-0.5,-0.011636024803254985
175,2020-04-01,9,0.2084652777777778,0.008397997917296562,TW,40.77999877929688,42.959999084472656,40.09000015258789,42.709999084472656,42.45087432861328,818000,77,48.0,False,0.48,36.96,0.48999786376953125,0.01153750529045583
176,2020-04-02,15,0.2136736111111111,0.02498417668809738,TW,42.900001525878906,45.79999923706055,42.77000045776367,45.68999862670898,45.41279220581055,644100,73,48.0,,0.48,35.04,2.8400001525878906,0.0661080124094875
177,2020-04-03,17,0.2154097222222222,0.008125060937957063,TW,46.2400016784668,46.31999969482422,44.97999954223633,45.43999862670898,45.164310455322266,777700,75,48.0,,0.48,36.0,0.5200004577636719,0.011353721974364017
178,2020-04-06,5,0.20499305555555555,-0.04835745833199001,TW,46.33000183105469,48.5,45.875,48.11000061035156,47.81811141967773,678500,97,48.0,,0.48,46.56,2.1800003051757812,0.04706391018002054
179,2020-04-07,6,0.2058611111111111,0.004234560791354758,TW,48.77999877929688,49.619998931884766,47.619998931884766,48.25,47.9572639465332,721800,70,48.0,,0.48,33.6,1.1199989318847656,0.023092761482160107
180,2020-04-08,1,0.20152083333333334,-0.021083524490622008,TW,48.880001068115234,49.95000076293945,48.11000061035156,49.27999877929688,48.98100662231445,590500,87,48.0,,0.48,41.76,0.3300018310546875,0.006650581180134507
181,2020-04-09,3,0.20325694444444445,0.008615045315138348,TW,49.08000183105469,50.97999954223633,46.5,47.43999862670898,47.15217971801758,929500,74,48.0,,0.48,35.52,1.029998779296875,0.020620595867159253
182,2020-04-13,2,0.2023888888888889,0.0,TW,47.5,47.90999984741211,45.70000076293945,47.13999938964844,46.854000091552734,457600,83,48.0,,0.48,39.84,-3.0699996948242188,-0.06021968855218918
183,2020-04-14,9,0.2084652777777778,0.030023332418336546,TW,47.86000061035156,50.63999938964844,47.84999847412109,49.52999877929688,49.22949600219727,963900,96,48.0,,0.48,46.08,2.729999542236328,0.056981831578607034
184,2020-04-15,8,0.2075972222222222,-0.004164029448016415,TW,48.66999816894531,52.869998931884766,48.11000061035156,51.56999969482422,51.25711441040039,1244500,86,48.0,,0.48,41.28,2.229999542236328,0.044036326404304216
185,2020-04-16,9,0.2084652777777778,0.004181441091857918,TW,52.22999954223633,55.27000045776367,52.22999954223633,53.15999984741211,52.83747100830078,1483400,77,48.0,,0.48,36.96,2.4000015258789062,0.04539439331124173
186,2020-04-20,2,0.2023888888888889,0.0,TW,51.63999938964844,53.34000015258789,51.25,52.47999954223633,52.161598205566406,1031100,85,48.0,,0.48,40.8,-1.9300003051757812,-0.034919491391186996
187,2020-04-22,2,0.2023888888888889,0.0,TW,52.470001220703125,52.470001220703125,50.61000061035156,51.25,50.93906021118164,689400,87,48.0,,0.48,41.76,-0.8699989318847656,-0.016310441121034636
188,2020-04-23,11,0.2102013888888889,0.03860142739500416,TW,52.060001373291016,53.77000045776367,52.0,52.52000045776367,52.20135498046875,4264800,78,48.0,,0.48,37.44,1.2999992370605469,0.02477604739501338
189,2020-04-24,1,0.20152083333333334,-0.041296375830057186,TW,52.86000061035156,53.2400016784668,51.84000015258789,53.0,52.678443908691406,2008000,95,48.0,,0.48,45.6,-0.529998779296875,-0.009856774684485758
190,2020-04-27,5,0.20499305555555555,-0.07082375901035598,TW,53.66999816894531,56.29999923706055,53.560001373291016,56.20000076293945,55.85902786254883,1455900,93,48.0,,0.48,44.64,3.05999755859375,0.05747553460035637
191,2020-04-28,8,0.2075972222222222,0.012703682374064051,TW,56.060001373291016,57.04999923706055,53.0,53.40999984741211,53.08595657348633,871200,91,48.0,,0.48,43.68,0.75,0.01332149218762857
192,2020-04-30,3,0.20325694444444445,-0.02090720545928937,TW,53.380001068115234,54.39099884033203,51.89500045776367,52.15999984741211,51.843536376953125,565000,77,48.0,,0.48,36.96,-2.6590003967285156,-0.0466082459647289
193,2020-05-01,9,0.2084652777777778,0.02562438074413209,TW,52.970001220703125,52.970001220703125,51.18000030517578,51.91999816894531,51.6049919128418,753500,83,52.0,False,0.52,43.16,-1.4209976196289062,-0.02612560257994756
194,2020-05-04,10,0.20933333333333334,0.02551541130843038,TW,52.25,53.900001525878906,51.959999084472656,53.70000076293945,53.37420272827149,560700,81,52.0,,0.52,42.120000000000005,0.9300003051757812,0.017557113153554127
195,2020-05-05,7,0.20672916666666666,-0.012440286624203933,TW,54.02999877929688,54.61000061035156,53.560001373291016,54.04999923706055,53.72207260131836,627500,81,52.0,,0.52,42.120000000000005,0.7099990844726562,0.013172524385398399
196,2020-05-06,8,0.2075972222222222,0.00419899895864817,TW,54.02000045776367,54.72999954223633,53.19499969482422,53.459999084472656,53.13565826416016,494900,88,52.0,,0.52,45.760000000000005,0.11999893188476562,0.002197380160109619
197,2020-05-07,2,0.2023888888888889,-0.025088646551147287,TW,55.91999816894531,56.79999923706055,53.88999938964844,55.25,54.91479110717773,643200,92,52.0,,0.52,47.84,2.0699996948242188,0.03782203018705954
198,2020-05-11,2,0.2023888888888889,-0.03317409766454349,TW,58.4900016784668,60.2400016784668,58.310001373291016,59.93999862670898,59.57633590698242,1434700,86,52.0,,0.52,44.72,3.44000244140625,0.06056342407768445
199,2020-05-12,1,0.20152083333333334,-0.004289047488333808,TW,61.43999862670898,61.43999862670898,58.70000076293945,58.7400016784668,58.38361740112305,1014700,92,52.0,,0.52,47.84,1.1999969482421804,0.01992026751007092
200,2020-05-15,10,0.20933333333333334,0.038767703918122676,TW,59.04999923706055,61.15999984741211,58.790000915527344,60.810001373291016,60.441062927246094,818000,86,52.0,,0.52,44.72,-0.2799987792968679,-0.00455727190031463
201,2020-05-18,5,0.20499305555555555,-0.04450702401760853,TW,61.70000076293945,63.59000015258789,61.70000076293945,62.16999816894531,61.79280471801758,891600,75,52.0,,0.52,39.0,2.4300003051757812,0.03973185597185047
202,2020-05-19,2,0.2023888888888889,-0.012703682374064162,TW,62.0,62.68999862670898,60.34999847412109,60.5,60.132938385009766,465400,88,52.0,,0.52,45.760000000000005,-0.9000015258789134,-0.014153192698841077
203,2020-05-20,2,0.2023888888888889,0.0,TW,61.2599983215332,62.5,61.0,61.66999816894531,61.295841217041016,455800,97,52.0,,0.52,50.440000000000005,-0.18999862670897727,-0.003030764569645905
204,2020-05-21,1,0.20152083333333334,-0.004289047488333808,TW,61.380001068115234,62.09999847412109,60.29999923706055,61.38999938964844,61.017539978027344,438600,87,52.0,,0.52,45.24,-0.40000152587891336,-0.006400024414062622
205,2020-05-22,3,0.20325694444444445,0.008615045315138348,TW,60.58000183105469,62.77999877929688,60.09999847412109,62.52000045776367,62.14068222045898,402100,86,52.0,,0.52,44.72,0.6800003051757955,0.010950085698619993
206,2020-05-26,2,0.2023888888888889,0.0,TW,64.63999938964844,64.86000061035156,62.82899856567383,63.27000045776367,62.88613510131836,653500,96,52.0,,0.52,49.92,2.0800018310546804,0.03313160037429963
207,2020-05-27,6,0.2058611111111111,0.01715618995333501,TW,62.91999816894531,63.38999938964844,59.119998931884766,61.2400016784668,60.86845397949219,1511300,100,52.0,,0.52,52.0,-1.470001220703125,-0.022664218422293936
208,2020-05-28,5,0.20499305555555555,-0.004216704898124424,TW,61.880001068115234,63.5,61.0099983215332,62.959999084472656,62.5780143737793,1322400,83,52.0,,0.52,43.16,0.1100006103515625,0.0017352991230590309
209,2020-06-01,3,0.20325694444444445,0.0,TW,65.73999786376953,68.58499908447266,64.9000015258789,67.22000122070312,66.89717102050781,1514500,88,56.0,False,0.56,49.28,5.084999084472656,0.08007872573972685
210,2020-06-03,5,0.20499305555555555,0.00854146024804403,TW,67.54000091552734,67.72000122070312,62.65999984741211,63.9900016784668,63.68268966674805,1883500,80,56.0,,0.56,44.8,-0.8649978637695312,-0.012612056212236156
211,2020-06-04,2,0.2023888888888889,-0.012703682374064162,TW,63.58000183105469,64.40499877929688,62.69499969482422,63.5,63.19503402709961,913600,92,56.0,,0.56,51.52,-3.31500244140625,-0.04895160043784519
212,2020-06-05,3,0.20325694444444445,0.004289047488333697,TW,63.40999984741211,64.20999908447266,60.52999877929688,62.16999816894531,61.87142181396485,1739800,78,56.0,,0.56,43.68000000000001,-0.19499969482421875,-0.0030277105584993746
213,2020-06-08,7,0.20672916666666666,-0.03250024375182814,TW,62.0,64.27999877929688,61.39500045776367,63.4900016784668,63.185089111328125,1507600,100,56.0,,0.56,56.00000000000001,0.06999969482421875,0.0010901681330368618
214,2020-06-09,1,0.20152083333333334,-0.025193993751889465,TW,63.20000076293945,65.44000244140625,62.43000030517578,65.01000213623047,64.6977767944336,861200,89,56.0,,0.56,49.84,1.160003662109375,0.018046105851560634
215,2020-06-10,1,0.20152083333333334,0.0,TW,65.61000061035156,66.22000122070312,64.66500091552734,65.62999725341797,65.31480407714844,751000,80,56.0,,0.56,44.8,0.779998779296875,0.011919296304966798
216,2020-06-11,2,0.2023888888888889,0.004307522657569063,TW,65.29000091552734,65.70999908447266,61.61000061035156,61.86000061035156,61.56291580200195,849100,86,56.0,,0.56,48.16,-0.5100021362304688,-0.007701632842480488
217,2020-06-15,5,0.20499305555555555,0.0,TW,61.47999954223633,63.244998931884766,61.0099983215332,63.18999862670898,62.88652420043945,546300,88,56.0,,0.56,49.28,-2.4650001525878906,-0.03751331893064014
218,2020-06-16,6,0.2058611111111111,0.004234560791354758,TW,63.93000030517578,64.41500091552734,62.310001373291016,62.65999984741211,62.359073638916016,909700,81,56.0,,0.56,45.36000000000001,1.1700019836425781,0.018499517802232468
219,2020-06-18,16,0.21454166666666666,0.042167048981244015,TW,63.130001068115234,64.5999984741211,62.43999862670898,63.65999984741211,63.35426712036133,919500,81,56.0,,0.56,45.36000000000001,0.18499755859375,0.0028719639208940606
220,2020-06-19,4,0.204125,-0.04855311711011845,TW,64.5,64.8499984741211,62.84999847412109,64.41999816894531,64.1106185913086,956900,83,56.0,,0.56,46.48,0.25,0.0038699691316579354
221,2020-06-23,27,0.2240902777777778,0.10722618720834487,TW,62.75,63.27000045776367,61.25,62.45000076293945,62.15008163452149,1041400,80,56.0,,0.56,44.8,-1.5799980163574219,-0.02436388671601797
222,2020-06-24,46,0.24058333333333334,0.07360004958319122,TW,62.20000076293945,62.790000915527344,60.26499938964844,60.84999847412109,60.55776596069336,1321200,83,56.0,,0.56,46.48,-0.4799995422363281,-0.007586526612351707
223,2020-06-25,4,0.204125,-0.15154139244890896,TW,61.43999862670898,62.47999954223633,60.84000015258789,62.16999816894531,61.87142181396485,1245000,80,56.0,,0.56,44.8,-0.3100013732910156,-0.004937113692800699
224,2020-06-26,3,0.20325694444444445,-0.004252568551404989,TW,61.810001373291016,62.06999969482422,58.33000183105469,59.58000183105469,59.29386520385742,5371700,89,56.0,,0.56,49.84,-0.4099998474121094,-0.0065620974778488605
225,2020-07-06,1,0.20152083333333334,-0.004289047488333808,TW,58.63999938964844,59.76499938964844,54.31999969482422,55.790000915527344,55.522064208984375,2385800,76,55.0,,0.55,41.8,-2.3050003051757812,-0.03713549728546217
226,2020-07-07,5,0.20499305555555555,0.017230090630276695,TW,55.540000915527344,56.91999816894531,55.540000915527344,56.310001373291016,56.03956604003906,1275700,82,55.0,,0.55,45.1,-2.845001220703125,-0.04760313310060693
227,2020-07-08,1,0.20152083333333334,-0.01693824316541881,TW,56.59999847412109,57.68000030517578,56.459999084472656,57.540000915527344,57.26366424560547,1057900,85,55.0,,0.55,46.75000000000001,0.7600021362304688,0.013352111044956372
228,2020-07-09,1,0.20152083333333334,0.0,TW,57.790000915527344,57.9900016784668,54.880001068115234,55.43000030517578,55.163795471191406,1035200,92,55.0,,0.55,50.6,0.3100013732910156,0.005374503669397512
229,2020-07-10,4,0.204125,0.01292256797270741,TW,55.27000045776367,55.29499816894531,54.09999847412109,54.75,54.48705673217773,1029300,83,55.0,,0.55,45.650000000000006,-2.6950035095214844,-0.04647358909324206
230,2020-07-14,2,0.2023888888888889,0.0,TW,53.40999984741211,54.84000015258789,53.31999969482422,54.290000915527344,54.02927017211914,1082400,85,55.0,,0.55,46.75000000000001,-0.4549980163574219,-0.008228556495602835
231,2020-07-15,26,0.2232222222222222,0.10293713972001095,TW,54.36000061035156,55.23500061035156,53.80500030517578,54.40999984741211,54.1486930847168,1053600,79,55.0,,0.55,43.45,0.3950004577636719,0.007202780026707156
232,2020-07-16,1,0.20152083333333334,-0.09721876555500242,TW,54.29999923706055,54.52999877929688,53.41999816894531,54.02000045776367,53.76056671142578,945100,75,55.0,,0.55,41.25,-0.7050018310546804,-0.012763679248019355
233,2020-07-17,9,0.2084652777777778,0.03446018126055339,TW,54.150001525878906,54.4900016784668,53.720001220703125,54.2400016784668,53.97950744628906,814100,93,55.0,,0.55,51.150000000000006,-0.03999710083008523,-0.0007334880199056926
234,2020-07-20,3,0.20325694444444445,-0.024984176688097604,TW,54.2400016784668,56.41999816894531,54.2400016784668,56.13999938964844,55.870384216308594,735500,91,55.0,,0.55,50.05,1.9299964904785156,0.03541927750098073
235,2020-07-21,5,0.20499305555555555,0.00854146024804403,TW,56.29999923706055,56.95000076293945,55.77999877929688,56.58000183105469,56.30827713012695,1302300,88,55.0,,0.55,48.400000000000006,0.5300025939941406,0.009393878255846255
236,2020-07-22,2,0.2023888888888889,-0.012703682374064162,TW,56.970001220703125,57.125,55.61000061035156,56.34999847412109,56.079376220703125,768800,79,55.0,,0.55,43.45,0.17499923706054688,0.0030728575016003568
237,2020-07-23,9,0.2084652777777778,0.030023332418336546,TW,56.369998931884766,56.810001373291016,55.05099868774414,55.29999923706055,55.03442001342773,644100,100,55.0,,0.55,55.00000000000001,-0.3149986267089844,-0.005514199154643018
238,2020-07-27,3,0.20325694444444445,-0.024984176688097604,TW,54.459999084472656,55.459999084472656,54.31999969482422,54.93000030517578,54.66619491577149,514700,92,55.0,,0.55,50.6,-1.3500022888183594,-0.02376346164731935
239,2020-07-28,1,0.20152083333333334,-0.00854146024804403,TW,54.59000015258789,54.79999923706055,54.02999877929688,54.09999847412109,53.840179443359375,681300,96,55.0,,0.55,52.8,-0.6599998474121094,-0.01190046625148411
240,2020-07-29,1,0.20152083333333334,0.0,TW,54.060001373291016,55.040000915527344,54.060001373291016,54.61000061035156,54.34773635864258,555200,90,55.0,,0.55,49.50000000000001,0.24000167846679688,0.004379592733725568
241,2020-07-30,2,0.2023888888888889,0.004307522657569063,TW,54.31999969482422,55.4900016784668,52.52999877929688,53.560001373291016,53.30277633666992,1167400,79,55.0,,0.55,43.45,0.4500007629394531,0.008175885818572093
242,2020-08-03,1,0.20152083333333334,-0.00854146024804403,TW,54.38999938964844,55.06999969482422,53.36000061035156,53.52000045776367,53.262969970703125,1054000,93,55.0,,0.55,51.150000000000006,-0.4200019836425781,-0.007568966857781967
243,2020-08-05,2,0.2023888888888889,0.004307522657569063,TW,54.2400016784668,54.81499862670898,53.59000015258789,54.02999877929688,53.7705192565918,1178400,85,55.0,,0.55,46.75000000000001,-0.2550010681152415,-0.004630489731766052
244,2020-08-06,1,0.20152083333333334,-0.004289047488333808,TW,54.0,54.52999877929688,53.43000030517578,53.59999847412109,53.34258270263672,871800,91,55.0,,0.55,50.05,-0.28499984741209516,-0.005199304105669156
245,2020-08-07,4,0.204125,0.01292256797270741,TW,53.540000915527344,53.77000045776367,52.33000183105469,52.84999847412109,52.59618377685547,816600,90,55.0,,0.55,49.50000000000001,-0.7599983215332102,-0.013937251761350744
246,2020-08-10,1,0.20152083333333334,-0.0829541145240803,TW,52.70000076293945,52.70000076293945,51.290000915527344,51.65999984741211,51.41189956665039,921100,96,55.0,,0.55,52.8,-1.0699996948242188,-0.019899566407195812
247,2020-08-12,1,0.20152083333333334,0.0,TW,52.65999984741211,54.88999938964844,52.43000030517578,54.459999084472656,54.19844818115234,1455700,90,55.0,,0.55,49.50000000000001,2.1899986267089844,0.04155595056934169
248,2020-08-14,6,0.2058611111111111,0.021537613287845758,TW,54.790000915527344,56.09000015258789,54.43999862670898,55.27999877929688,55.0145149230957,1217400,79,55.0,,0.55,43.45,1.2000007629394531,0.021861919771960503
249,2020-08-17,16,0.21454166666666666,0.042167048981244015,TW,55.65999984741211,55.65999984741211,54.2400016784668,55.0099983215332,54.74580764770508,702800,100,55.0,,0.55,55.00000000000001,-0.43000030517578125,-0.007666256088536327
250,2020-08-18,2,0.2023888888888889,-0.05664530329513817,TW,55.2400016784668,55.555999755859375,54.59000015258789,55.38999938964844,55.12398910522461,549000,84,55.0,,0.55,46.2,-0.10400009155273438,-0.0018684888939605182
251,2020-08-19,6,0.2058611111111111,0.01715618995333501,TW,55.18999862670898,55.58000183105469,54.95000076293945,55.209999084472656,54.94485092163086,505500,86,55.0,,0.55,47.3,0.0240020751953125,0.00043203389914303614
252,2020-08-20,4,0.204125,-0.008433409796248736,TW,54.90999984741211,55.29999923706055,54.43999862670898,55.13999938964844,54.875186920166016,512000,98,55.0,,0.55,53.900000000000006,-0.2800025939941406,-0.005037829880705225
253,2020-08-21,2,0.2023888888888889,-0.00850513710281009,TW,55.0099983215332,55.0099983215332,53.61000061035156,54.54999923706055,54.28802108764648,516500,78,55.0,,0.55,42.900000000000006,-0.29000091552734375,-0.005244139593640229
254,2020-08-25,2,0.2023888888888889,-0.00850513710281009,TW,55.970001220703125,55.97999954223633,54.040000915527344,54.65999984741211,54.397491455078125,429300,79,55.0,,0.55,43.45,0.970001220703125,0.01763318033629946
255,2020-08-26,2,0.2023888888888889,0.0,TW,54.52999877929688,57.06999969482422,54.09999847412109,56.95000076293945,56.67649459838867,748400,89,55.0,,0.55,48.95,1.0900001525878906,0.019471242613453343
