,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SPXS_unscaled,SPXS_monthly,isPartial,scale,SPXS,Stock_Price_Change,Stock_Price_Change_Percent
144,2018-04-02,2,0.023613065326633167,-0.05051525560719328,SPXS,297.8999938964844,324.6000061035156,296.0,315.0,308.9898376464844,965220,45,7.0,,0.07,3.1500000000000004,12.5,0.04005126483673971
145,2018-04-03,2,0.023613065326633167,0.0,SPXS,310.0,317.5,301.1000061035156,303.1000061035156,297.31689453125,702730,29,7.0,,0.07,2.03,-7.100006103515625,-0.0218730929452029
146,2018-04-04,8,0.03115075376884422,0.31921685464992544,SPXS,317.1000061035156,317.79998779296875,290.6000061035156,292.8999938964844,287.3114929199219,641880,73,7.0,,0.07,5.11,0.29998779296875,0.0009448434424212948
147,2018-04-05,7,0.029894472361809046,-0.040329085336344495,SPXS,286.8999938964844,290.8999938964844,283.29998779296875,286.6000061035156,281.1316833496094,553900,15,7.0,,0.07,1.05,-26.899993896484375,-0.0846444145051648
148,2018-04-09,9,0.032407035175879395,0.08404773911581764,SPXS,299.6000061035156,303.0,287.8999938964844,302.0,296.2378845214844,504800,15,7.0,,0.07,1.05,12.100006103515625,0.04159507169952481
149,2018-04-13,2,0.023613065326633167,-0.27135990075980765,SPXS,279.70001220703125,290.8999938964844,279.5,287.20001220703125,281.72027587890625,504090,45,7.0,,0.07,3.1500000000000004,-12.100006103515625,-0.03993401354295589
150,2018-04-16,10,0.033663316582914576,0.4256224728665674,SPXS,281.1000061035156,284.20001220703125,277.29998779296875,280.20001220703125,274.85382080078125,343110,42,7.0,,0.07,2.9400000000000004,-6.699981689453125,-0.02303190728782656
151,2018-04-23,2,0.023613065326633167,0.056192402787143214,SPXS,280.29998779296875,286.3999938964844,278.29998779296875,282.5,277.10992431640625,359490,14,7.0,,0.07,0.98,2.199981689453125,0.007740962684584574
152,2018-04-24,1,0.02235678391959799,-0.05320280910832098,SPXS,278.79998779296875,299.29998779296875,278.20001220703125,293.79998779296875,288.1943054199219,693310,71,7.0,,0.07,4.970000000000001,12.899993896484375,0.04504187909007751
153,2018-04-25,1,0.02235678391959799,0.0,SPXS,294.1000061035156,301.20001220703125,290.1000061035156,292.0,286.4286804199219,566890,28,7.0,,0.07,1.96,1.9000244140625,0.006348227502691373
154,2018-05-01,1,0.02235678391959799,0.0,SPXS,290.79998779296875,296.70001220703125,286.8999938964844,287.0,281.5240783691406,472770,36,7.0,False,0.07,2.5200000000000005,-4.5,-0.014940238438326814
155,2018-05-03,1,0.02235678391959799,0.0,SPXS,296.6000061035156,307.1000061035156,292.79998779296875,295.1000061035156,289.46954345703125,833350,49,7.0,,0.07,3.43,10.399993896484375,0.035052219307720955
156,2018-05-08,12,0.036175879396984925,0.6181164306585749,SPXS,282.5,286.79998779296875,279.8999938964844,281.1000061035156,275.73663330078125,466330,12,7.0,,0.07,0.8400000000000001,-20.300018310546875,-0.06610230513542958
157,2018-05-21,1,0.02235678391959799,-0.38199749965272956,SPXS,262.79998779296875,264.0,259.8999938964844,262.0,257.0010681152344,393870,25,7.0,,0.07,1.7500000000000002,-22.79998779296875,-0.07949786877057785
158,2018-05-30,1,0.02235678391959799,0.0,SPXS,270.29998779296875,270.5,262.29998779296875,263.8999938964844,258.86480712890625,348900,12,7.0,,0.07,0.8400000000000001,6.5,0.024621212121212155
159,2018-06-05,4,0.02612562814070352,0.16857720836142964,SPXS,257.0,259.29998779296875,255.5,256.5,251.6060028076172,198410,32,8.0,,0.08,2.56,-11.20001220703125,-0.041404851042629365
160,2018-06-06,4,0.02612562814070352,0.0,SPXS,255.0,256.79998779296875,250.0,250.0,245.23004150390625,287760,65,8.0,,0.08,5.2,-2.5,-0.009641342528700969
161,2018-06-18,10,0.033663316582914576,0.28851702250432787,SPXS,252.6999969482422,254.1999969482422,249.3999938964844,249.6000061035156,244.83767700195312,246610,49,8.0,,0.08,3.92,-2.5999908447265625,-0.010124575421797344
162,2018-06-20,1,0.02235678391959799,-0.33587102552619796,SPXS,250.3999938964844,252.3999938964844,249.3000030517578,251.1000061035156,246.3090362548828,214780,17,8.0,,0.08,1.36,-1.800003051757784,-0.007081050642672837
163,2018-07-03,2,0.023613065326633167,0.056192402787143214,SPXS,260.20001220703125,267.20001220703125,259.8999938964844,266.0,260.9247131347656,135220,59,5.0,,0.05,2.95,14.800018310546847,0.0586371579573679
164,2018-07-05,3,0.024869346733668342,0.05320280910832076,SPXS,262.29998779296875,265.79998779296875,259.29998779296875,259.5,254.5487518310547,365140,21,5.0,,0.05,1.05,-1.4000244140625,-0.005239612088706602
165,2018-09-13,2,0.023613065326633167,0.0,SPXS,217.5,218.1000061035156,215.8000030517578,216.3999938964844,212.27110290527344,248520,75,3.0,,0.03,2.25,-47.69998168945315,-0.17945817863094338
166,2018-09-18,4,0.02612562814070352,0.10640561821664196,SPXS,219.3000030517578,219.3000030517578,214.8000030517578,216.3000030517578,212.17300415039065,336820,49,3.0,,0.03,1.47,1.199996948242216,0.005502049127282804
167,2018-10-08,1,0.02235678391959799,-0.14425851125216393,SPXS,222.1999969482422,225.8000030517578,219.5,220.3999938964844,216.68284606933597,507380,12,11.0,,0.11,1.32,6.5,0.029639762469432895
168,2018-10-11,1,0.02235678391959799,0.0,SPXS,245.5,263.3999938964844,240.8999938964844,258.20001220703125,253.8453369140625,3248860,100,11.0,,0.11,11.0,37.59999084472656,0.16651900060474278
169,2018-10-15,10,0.033663316582914576,0.4256224728665674,SPXS,249.1000061035156,252.3999938964844,245.1999969482422,251.8999938964844,247.65159606933597,632470,50,11.0,,0.11,5.5,-10.999999999999972,-0.041761580314701674
170,2018-10-18,5,0.027381909547738694,-0.18659501418122115,SPXS,238.3999938964844,249.5,236.6000061035156,245.5,241.35952758789065,1002860,13,11.0,,0.11,1.43,-2.8999938964844034,-0.01148967498657616
171,2018-10-25,3,0.024869346733668342,-0.09175995595522113,SPXS,270.6000061035156,273.8999938964844,256.5,261.6000061035156,257.18798828125,1052300,99,11.0,,0.11,10.89,24.399993896484375,0.09779556671937617
172,2018-11-05,9,0.032407035175879395,0.18351991191044226,SPXS,254.6000061035156,257.3999938964844,249.8999938964844,251.8000030517578,247.5532989501953,463850,31,6.0,,0.06,1.86,-16.5,-0.06024096519781552
173,2018-11-07,1,0.02235678391959799,-0.3101256008683516,SPXS,240.6000061035156,241.6999969482422,230.8999938964844,231.3999938964844,227.49734497070312,661180,44,6.0,,0.06,2.64,-15.699996948242188,-0.06099455058478387
174,2018-11-09,9,0.032407035175879395,0.44953922229714527,SPXS,236.3000030517578,243.3000030517578,235.6999969482422,239.1000061035156,235.06748962402344,566990,34,6.0,,0.06,2.04,1.600006103515625,0.0066198019185670365
175,2018-11-12,10,0.033663316582914576,0.03876570010854419,SPXS,241.0,254.3000030517578,240.3000030517578,253.1000061035156,248.83135986328125,714810,50,6.0,,0.06,3.0,11.0,0.045211672264796166
176,2018-11-14,1,0.02235678391959799,-0.33587102552619796,SPXS,248.3000030517578,264.5,247.3000030517578,259.5,255.1234130859375,835740,50,6.0,,0.06,3.0,10.199996948242188,0.04011009369184393
177,2018-11-20,6,0.028638190954773872,0.28096201393571607,SPXS,273.5,280.0,268.70001220703125,276.79998779296875,272.1316833496094,914180,35,6.0,,0.06,2.1,15.5,0.05860113421550084
178,2018-11-21,26,0.05376381909547739,0.8773469029654324,SPXS,271.79998779296875,274.3999938964844,267.79998779296875,274.29998779296875,269.6737976074219,509080,18,6.0,,0.06,1.08,-5.600006103515625,-0.020000021798270096
179,2018-11-23,14,0.038688442211055274,-0.28040003738667174,SPXS,280.5,280.79998779296875,275.20001220703125,279.8999938964844,275.1793518066406,258670,19,6.0,,0.06,1.14,6.399993896484375,0.023323593436006984
180,2018-11-28,6,0.028638190954773872,0.28096201393571607,SPXS,260.5,263.70001220703125,245.8999938964844,246.0,241.8511199951172,658230,33,6.0,,0.06,1.98,-17.0999755859375,-0.06089735160011889
181,2018-11-29,1,0.02235678391959799,-0.2193367257413582,SPXS,248.1999969482422,251.6999969482422,243.1999969482422,247.5,243.3258056640625,425950,0,6.0,,0.06,0.0,-12.000015258789062,-0.045506312868001775
182,2018-11-30,3,0.024869346733668342,0.11238480557428643,SPXS,248.1999969482422,248.8999938964844,241.3000030517578,242.6000061035156,238.50845336914065,391350,82,6.0,,0.06,4.92,-2.800003051757784,-0.011124366649609252
183,2018-12-04,1,0.02235678391959799,-0.05320280910832098,SPXS,236.0,257.29998779296875,234.8000030517578,255.6000061035156,251.2891998291016,1011600,35,12.0,,0.12,4.2,8.399993896484347,0.033748469676450954
184,2018-12-06,5,0.027381909547738694,0.22476961114857286,SPXS,268.6000061035156,278.70001220703125,257.20001220703125,257.20001220703125,252.8622131347656,1204440,36,12.0,,0.12,4.32,21.4000244140625,0.08317149408993219
185,2018-12-07,2,0.023613065326633167,-0.1376399339328317,SPXS,258.8999938964844,278.29998779296875,253.8000030517578,275.70001220703125,271.0502014160156,1122400,46,12.0,,0.12,5.52,-0.4000244140625,-0.0014353225566612338
186,2018-12-10,4,0.02612562814070352,0.10640561821664196,SPXS,276.6000061035156,291.3999938964844,270.8999938964844,274.3999938964844,269.7721252441406,1024090,62,12.0,,0.12,7.439999999999999,13.100006103515625,0.047071529565645864
187,2018-12-11,4,0.02612562814070352,0.0,SPXS,263.29998779296875,279.29998779296875,262.5,274.1000061035156,269.4771728515625,829330,18,12.0,,0.12,2.16,-12.100006103515625,-0.04152370060726207
188,2018-12-12,1,0.02235678391959799,-0.14425851125216393,SPXS,263.79998779296875,270.3999938964844,259.20001220703125,269.8999938964844,265.3479919433594,721070,27,12.0,,0.12,3.24,-8.899993896484375,-0.03186535726983808
189,2018-12-14,1,0.02235678391959799,0.0,SPXS,278.29998779296875,287.6000061035156,274.79998779296875,285.5,280.6849060058594,782190,53,12.0,,0.12,6.359999999999999,17.20001220703125,0.06360951403577264
190,2018-12-17,6,0.028638190954773872,-0.0806581706726891,SPXS,289.3999938964844,308.70001220703125,285.29998779296875,302.20001220703125,297.1032409667969,827830,100,12.0,,0.12,12.0,21.100006103515625,0.07336580547888127
191,2018-12-19,11,0.03491959798994975,0.2193367257413581,SPXS,303.29998779296875,324.20001220703125,288.6000061035156,318.29998779296875,312.93170166015625,1243950,75,12.0,,0.12,9.0,15.5,0.050210558429148566
192,2018-12-20,3,0.024869346733668342,-0.28781119585551884,SPXS,322.8999938964844,342.70001220703125,316.1000061035156,333.6000061035156,327.97369384765625,1356960,19,12.0,,0.12,2.28,18.5,0.05706353887545834
193,2018-12-21,35,0.06507035175879397,1.616488179430188,SPXS,329.70001220703125,356.70001220703125,317.29998779296875,353.70001220703125,347.7347106933594,1449250,99,12.0,,0.12,11.88,14.0,0.04085205573772299
194,2018-12-26,5,0.027381909547738694,-0.15506280043417575,SPXS,374.2000122070313,384.8999938964844,323.8999938964844,323.8999938964844,318.4372863769531,1113840,84,12.0,,0.12,10.08,28.199981689453125,0.07905797792091374
195,2018-12-27,3,0.024869346733668342,-0.09175995595522113,SPXS,337.5,352.20001220703125,315.20001220703125,315.20001220703125,310.86297607421875,868390,98,12.0,,0.12,11.76,-32.699981689453125,-0.08495708549750591
196,2018-12-31,1,0.02235678391959799,-0.10103051121438678,SPXS,310.79998779296875,318.5,307.8999938964844,307.8999938964844,303.66339111328125,705770,40,12.0,,0.12,4.8,-33.70001220703125,-0.09568430164398067
197,2019-01-02,1,0.02235678391959799,0.0,SPXS,323.6000061035156,324.0,304.6000061035156,308.0,303.76202392578125,874870,78,9.0,,0.09,7.02,5.5,0.017268445839874413
198,2019-01-03,4,0.02612562814070352,0.16857720836142964,SPXS,315.5,332.3999938964844,314.3999938964844,331.20001220703125,326.642822265625,1123240,61,9.0,,0.09,5.49,8.399993896484375,0.025925907087914757
199,2019-01-04,16,0.04120100502512563,0.5770340450086555,SPXS,316.79998779296875,318.6000061035156,294.5,297.29998779296875,293.2092590332031,1109190,91,9.0,,0.09,8.19,-13.79998779296875,-0.04151620952576285
200,2019-01-08,8,0.03115075376884422,0.13763993393283158,SPXS,282.1000061035156,291.70001220703125,280.29998779296875,282.3999938964844,278.5142822265625,568830,72,9.0,,0.09,6.48,-26.899993896484375,-0.08443186874184916
201,2019-01-09,3,0.024869346733668342,-0.2016454266817228,SPXS,279.79998779296875,284.20001220703125,275.29998779296875,278.5,274.6679382324219,625350,30,9.0,,0.09,2.7,-7.5,-0.02571134619863147
202,2019-01-15,1,0.02235678391959799,-0.05320280910832098,SPXS,279.0,279.1000061035156,269.79998779296875,271.0,267.2711486816406,494340,29,9.0,,0.09,2.61,-5.100006103515625,-0.017945129783458302
203,2019-01-16,3,0.024869346733668342,0.11238480557428643,SPXS,269.5,270.1000061035156,265.8999938964844,269.20001220703125,265.4958801269531,471070,44,9.0,,0.09,3.96,-9.0,-0.032246505923263835
204,2019-01-22,2,0.023613065326633167,-0.05051525560719328,SPXS,257.29998779296875,267.8999938964844,256.70001220703125,262.70001220703125,259.0853576660156,803310,28,9.0,,0.09,2.52,-2.20001220703125,-0.008145176443232316
205,2019-01-23,8,0.03115075376884422,0.31921685464992544,SPXS,259.3999938964844,269.5,257.20001220703125,261.5,257.9018249511719,735110,42,9.0,,0.09,3.78,1.600006103515625,0.00597240067177407
206,2019-01-24,1,0.02235678391959799,-0.282303597354412,SPXS,262.1000061035156,265.3999938964844,259.1000061035156,260.70001220703125,257.11285400390625,497650,43,9.0,,0.09,3.87,-4.100006103515625,-0.015213380718054226
207,2019-01-25,6,0.028638190954773872,0.28096201393571607,SPXS,254.8999938964844,256.29998779296875,251.8999938964844,254.5,250.9981689453125,480560,44,9.0,,0.09,3.96,-9.100006103515625,-0.03428789115596198
208,2019-01-31,10,0.033663316582914576,0.17546938059308648,SPXS,249.5,250.0,241.3000030517578,242.6999969482422,239.3605194091797,522630,43,9.0,,0.09,3.87,-6.29998779296875,-0.02458052318776416
209,2019-02-08,1,0.02235678391959799,-0.33587102552619796,SPXS,246.3000030517578,248.5,241.1999969482422,241.3000030517578,237.9797821044922,625150,41,11.0,,0.11,4.51,-1.5,-0.006000000000000005
210,2019-02-14,7,0.029894472361809046,0.0,SPXS,232.8999938964844,235.1000061035156,228.1999969482422,231.0,227.82151794433597,947790,30,11.0,,0.11,3.3,-13.399993896484403,-0.053923516686053885
211,2019-02-15,3,0.024869346733668342,-0.16809547823163562,SPXS,226.5,227.0,223.8000030517578,223.8999938964844,220.81919860839844,538620,42,11.0,,0.11,4.62,-8.100006103515597,-0.03445344914176274
212,2019-02-19,5,0.027381909547738694,0.15960842732496272,SPXS,226.0,226.0,221.0,222.8999938964844,219.83297729492188,359860,20,11.0,,0.11,2.2,-1.0,-0.004405286343612369
213,2019-02-27,4,0.02612562814070352,-0.045879977977610564,SPXS,221.3999938964844,224.0,218.8999938964844,220.0,216.97286987304688,584950,96,11.0,,0.11,10.56,-2.0,-0.008849557522123908
214,2019-02-28,4,0.02612562814070352,0.0,SPXS,220.6000061035156,222.0,219.3999938964844,221.6000061035156,218.5508728027344,456180,60,11.0,,0.11,6.6,-2.0,-0.008928571428571397
215,2019-03-06,3,0.024869346733668342,0.11238480557428643,SPXS,220.3000030517578,225.5,220.1999969482422,224.6999969482422,221.6081695556641,536370,23,8.0,,0.08,1.84,3.5,0.015765765765765716
216,2019-03-07,9,0.032407035175879395,0.3030915336431601,SPXS,226.1000061035156,232.6999969482422,225.6999969482422,230.1999969482422,227.03253173828125,1206640,85,8.0,,0.08,6.8,7.1999969482421875,0.03192903302989891
217,2019-03-11,1,0.02235678391959799,-0.3101256008683516,SPXS,229.8000030517578,229.8999938964844,221.3000030517578,221.5,218.4522247314453,565270,37,8.0,,0.08,2.96,-2.800003051757784,-0.012032673349714584
218,2019-03-12,2,0.023613065326633167,0.056192402787143214,SPXS,220.1999969482422,220.6999969482422,217.8999938964844,219.3000030517578,216.28250122070312,474650,49,8.0,,0.08,3.92,-9.199996948242216,-0.04001738665719423
219,2019-03-13,2,0.023613065326633167,0.0,SPXS,217.0,217.3999938964844,212.5,215.0,212.0416717529297,596170,25,8.0,,0.08,2.0,-3.300003051757784,-0.014952438139506086
220,2019-03-14,6,0.028638190954773872,0.2128112364332837,SPXS,215.1000061035156,216.6000061035156,213.8999938964844,215.3000030517578,212.33755493164065,595120,37,8.0,,0.08,2.96,-0.7999877929688068,-0.003679796759100795
221,2019-03-19,1,0.02235678391959799,-0.42213274451227434,SPXS,207.1000061035156,211.6000061035156,205.0,209.1000061035156,206.83352661132807,724340,61,8.0,,0.08,4.88,-5.0,-0.023084025203630176
222,2019-03-22,2,0.023613065326633167,0.056192402787143214,SPXS,207.8000030517578,216.3000030517578,206.3999938964844,216.1000061035156,213.75762939453125,1316920,25,8.0,,0.08,2.0,4.699996948242216,0.02221170516385973
223,2019-03-27,3,0.024869346733668342,0.05320280910832076,SPXS,211.8999938964844,219.3000030517578,210.5,215.1000061035156,212.7684631347656,1054610,51,8.0,,0.08,4.08,3.0,0.013869625324425705
224,2019-04-02,1,0.02235678391959799,0.0,SPXS,201.3999938964844,203.1999969482422,200.8999938964844,201.3000030517578,199.1180419921875,401330,58,8.0,,0.08,4.64,-16.100006103515625,-0.07341543948686491
225,2019-04-03,1,0.02235678391959799,0.0,SPXS,198.6000061035156,201.8999938964844,197.6999969482422,200.1999969482422,198.0299530029297,639040,98,8.0,,0.08,7.84,-1.300003051757784,-0.006397652909851725
226,2019-04-08,6,0.028638190954773872,0.28096201393571607,SPXS,197.3999938964844,198.6999969482422,195.5,195.6999969482422,193.5787506103516,444150,58,8.0,,0.08,4.64,-3.199996948242216,-0.01584941577503407
227,2019-04-16,2,0.023613065326633167,-0.17546938059308648,SPXS,191.8000030517578,194.6000061035156,191.6999969482422,193.3000030517578,191.2047576904297,339700,58,8.0,,0.08,4.64,-4.099990844726591,-0.020634076032696513
228,2019-04-23,2,0.023613065326633167,0.0,SPXS,192.6999969482422,193.1000061035156,187.6999969482422,188.3000030517578,186.25897216796875,443350,79,8.0,,0.08,6.32,-1.5,-0.007708118977149958
229,2019-05-10,20,0.046226130653266334,0.9576505639497765,SPXS,203.1999969482422,210.3000030517578,196.3999938964844,198.1000061035156,195.9527282714844,1267580,66,13.0,,0.13,8.58,17.199996948242216,0.08907300054160427
230,2019-05-29,1,0.02235678391959799,0.0,SPXS,217.8999938964844,222.8000030517578,216.6000061035156,218.8999938964844,216.5272979736328,1051860,100,13.0,,0.13,13.0,12.5,0.059438895951530624
231,2019-05-31,4,0.02612562814070352,0.16857720836142964,SPXS,224.3000030517578,226.3999938964844,222.0,225.8999938964844,223.45140075683597,970570,76,13.0,,0.13,9.88,3.599990844726591,0.016157947914795523
232,2019-06-05,2,0.023613065326633167,-0.09617234083477588,SPXS,209.1999969482422,213.8999938964844,207.6999969482422,207.8000030517578,205.54759216308597,746440,39,9.0,,0.09,3.51,-12.5,-0.05521201562273581
233,2019-06-07,7,0.029894472361809046,0.26601404554160446,SPXS,201.6000061035156,202.0,195.3000030517578,197.8999938964844,195.75491333007807,959150,20,9.0,,0.09,1.7999999999999998,-11.899993896484403,-0.05563344663882197
234,2019-06-10,21,0.04748241206030151,0.5883341738107244,SPXS,194.3000030517578,195.3999938964844,191.3000030517578,195.3000030517578,193.1830902099609,742710,39,9.0,,0.09,3.51,-6.600006103515597,-0.03267329754215642
235,2019-06-14,4,0.02612562814070352,-0.449783045824955,SPXS,194.8000030517578,196.5,193.3999938964844,194.8000030517578,192.68850708007807,431710,49,9.0,,0.09,4.41,1.1000061035155966,0.005629509405708166
236,2019-06-20,1,0.02235678391959799,-0.14425851125216393,SPXS,181.6000061035156,186.3000030517578,181.1000061035156,182.1999969482422,180.22509765625,788750,0,9.0,,0.09,0.0,-10.199996948242188,-0.051908381415990745
237,2019-06-24,2,0.023613065326633167,0.056192402787143214,SPXS,182.5,183.8999938964844,181.8999938964844,183.5,181.51097106933597,288720,10,9.0,,0.09,0.8999999999999999,-2.400009155273409,-0.012882496596667514
238,2019-06-25,6,0.028638190954773872,0.2128112364332837,SPXS,182.8000030517578,188.5,182.6999969482422,188.0,186.72540283203125,809700,100,9.0,,0.09,9.0,4.600006103515597,0.025013628364255913
239,2019-06-26,2,0.023613065326633167,-0.17546938059308648,SPXS,186.3999938964844,189.1000061035156,185.1999969482422,188.8000030517578,187.5199737548828,417130,20,9.0,,0.09,1.7999999999999998,0.6000061035155966,0.0031830562520720473
240,2019-06-28,5,0.027381909547738694,0.15960842732496272,SPXS,185.0,186.0,183.0,183.8000030517578,182.5538787841797,576220,53,9.0,,0.09,4.77,-3.1000061035155966,-0.01639347437048
241,2019-07-02,1,0.02235678391959799,-0.18351991191044237,SPXS,179.39999389648438,180.8999938964844,177.8000030517578,177.8000030517578,176.5945587158203,353380,28,8.0,,0.08,2.24,-5.100006103515597,-0.027419387653309646
242,2019-07-03,1,0.02235678391959799,0.0,SPXS,176.5,176.8000030517578,173.6999969482422,173.6999969482422,172.5223388671875,364930,14,8.0,,0.08,1.12,-4.099990844726591,-0.022664405655384967
243,2019-07-05,7,0.029894472361809046,0.33715441672285906,SPXS,176.1999969482422,178.60000610351562,174.10000610351562,174.5,173.31692504882812,581370,31,8.0,,0.08,2.48,1.8000030517578125,0.010181012560451563
244,2019-07-08,6,0.028638190954773872,0.2128112364332837,SPXS,177.0,178.3000030517578,176.39999389648438,177.3000030517578,176.0979461669922,362480,40,8.0,,0.08,3.2,-0.3000030517578125,-0.0016797482727068935
245,2019-07-09,4,0.02612562814070352,-0.08773469029654324,SPXS,179.6999969482422,179.6999969482422,176.10000610351562,176.60000610351562,175.40269470214844,334090,28,8.0,,0.08,2.24,1.399993896484375,0.007851900574998849
246,2019-07-11,7,0.029894472361809046,0.14425851125216393,SPXS,173.0,175.0,172.60000610351562,173.0,171.8271026611328,533750,27,8.0,,0.08,2.16,-4.6999969482421875,-0.026154685743238426
247,2019-07-15,3,0.024869346733668342,-0.16809547823163562,SPXS,170.10000610351562,171.60000610351562,170.0,170.60000610351562,169.44337463378906,280710,28,8.0,,0.08,2.24,-3.399993896484375,-0.01942853655133925
248,2019-07-17,1,0.02235678391959799,-0.10103051121438678,SPXS,172.39999389648438,175.6999969482422,172.10000610351562,175.6999969482422,174.50880432128906,409040,68,8.0,,0.08,5.44,4.0999908447265625,0.023892719690541853
249,2019-07-18,4,0.02612562814070352,0.16857720836142964,SPXS,177.0,177.8000030517578,173.3000030517578,174.10000610351562,172.9196319580078,673280,55,8.0,,0.08,4.4,2.100006103515625,0.011952226180938608
250,2019-07-31,1,0.02235678391959799,-0.14425851125216393,SPXS,170.5,180.3999938964844,170.10000610351562,176.60000610351562,175.40269470214844,954660,100,8.0,,0.08,8.0,2.599990844726591,0.014623120360519604
251,2019-08-01,9,0.032407035175879395,0.44953922229714527,SPXS,176.5,182.8000030517578,170.60000610351562,181.1999969482422,179.9715118408203,1920910,43,14.0,False,0.14,6.0200000000000005,2.400009155273409,0.013303820601294314
252,2019-08-05,17,0.042457286432160804,0.899078444594291,SPXS,194.1000061035156,206.3000030517578,193.8999938964844,201.6999969482422,200.33251953125,1760540,77,14.0,,0.14,10.78,23.5,0.12855579654091276
253,2019-08-06,4,0.02612562814070352,-0.3846609066161676,SPXS,197.8000030517578,201.3999938964844,193.3999938964844,193.8000030517578,192.486083984375,1135870,44,14.0,,0.14,6.16,-4.900009155273409,-0.023751861768242732
254,2019-08-07,3,0.024869346733668342,-0.04808617041738805,SPXS,200.6999969482422,205.5,191.8000030517578,193.6000061035156,192.28744506835935,1424200,100,14.0,,0.14,14.000000000000002,4.100006103515597,0.02035752843976213
255,2019-08-09,3,0.024869346733668342,0.0,SPXS,184.3000030517578,189.6999969482422,183.0,186.1000061035156,184.8382873535156,1090120,0,14.0,,0.14,0.0,-15.800003051757812,-0.07688565961925942
256,2019-08-12,4,0.02612562814070352,0.0,SPXS,189.5,194.8999938964844,188.1999969482422,193.0,191.6914978027344,877360,65,14.0,,0.14,9.1,5.199996948242216,0.027411687042151023
257,2019-08-13,2,0.023613065326633167,-0.09617234083477588,SPXS,193.8000030517578,194.5,180.8000030517578,183.8999938964844,182.6531982421875,1270040,75,14.0,,0.14,10.500000000000002,-0.3999938964844034,-0.002052303278659129
258,2019-08-14,4,0.02612562814070352,0.10640561821664196,SPXS,192.6000061035156,200.6000061035156,191.1999969482422,200.1999969482422,198.84266662597656,1568630,93,14.0,,0.14,13.02,6.100006103515597,0.03136249924686685
259,2019-08-15,1,0.02235678391959799,-0.14425851125216393,SPXS,198.3999938964844,203.6999969482422,196.8000030517578,198.8000030517578,197.4521942138672,1517500,74,14.0,,0.14,10.36,3.099990844726591,0.015453592973107444
260,2019-08-16,25,0.05250753768844221,1.3486176668914363,SPXS,195.1999969482422,195.1999969482422,189.1999969482422,190.0,188.7118377685547,894240,43,14.0,,0.14,6.0200000000000005,-8.5,-0.04172803204390696
261,2019-08-19,4,0.02612562814070352,-0.502440424921045,SPXS,183.5,185.1000061035156,181.8999938964844,183.6000061035156,182.3552398681641,712630,93,14.0,,0.14,13.02,-10.099990844726591,-0.05174175718560403
262,2019-08-23,16,0.04120100502512563,0.5770340450086555,SPXS,186.1999969482422,200.1000061035156,182.6000061035156,197.5,196.16098022460935,1929350,53,14.0,,0.14,7.420000000000001,15.0,0.08103727447535247
263,2019-08-29,1,0.02235678391959799,-0.18351991191044237,SPXS,183.6999969482422,185.8999938964844,180.8999938964844,181.8999938964844,180.666748046875,1221740,41,14.0,,0.14,5.74,-14.200012207031193,-0.07096457658119837
264,2019-08-30,3,0.024869346733668342,0.11238480557428643,SPXS,179.0,184.1999969482422,179.0,182.3999938964844,181.16336059570312,812440,50,14.0,,0.14,7.000000000000001,-1.699996948242216,-0.009144685336508585
265,2019-09-03,1,0.02235678391959799,-0.10103051121438678,SPXS,185.8999938964844,188.3000030517578,183.8999938964844,185.3000030517578,184.0437164306641,769640,33,9.0,,0.09,2.97,4.100006103515625,0.02225844827059187
266,2019-09-04,2,0.023613065326633167,0.056192402787143214,SPXS,180.8999938964844,182.5,179.3000030517578,179.3000030517578,178.08438110351562,531120,100,9.0,,0.09,9.0,-5.8000030517578125,-0.030801927550492825
267,2019-09-06,3,0.024869346733668342,0.05320280910832076,SPXS,171.8000030517578,173.1999969482422,170.89999389648438,171.89999389648438,170.7345428466797,453540,66,9.0,,0.09,5.94,-9.300003051757812,-0.050958920831549626
268,2019-09-10,4,0.02612562814070352,0.0505152556071935,SPXS,173.1999969482422,175.8000030517578,171.8000030517578,171.8000030517578,170.63525390625,631490,50,9.0,,0.09,4.5,2.600006103515625,0.015011582848310168
269,2019-09-11,4,0.02612562814070352,0.0,SPXS,171.39999389648438,172.60000610351562,168.1999969482422,168.1999969482422,167.05963134765625,752100,83,9.0,,0.09,7.47,-3.1999969482421875,-0.018202485168899996
270,2019-09-12,1,0.02235678391959799,-0.14425851125216393,SPXS,166.89999389648438,168.1999969482422,164.6999969482422,166.60000610351562,165.47048950195312,1050640,83,9.0,,0.09,7.47,-4.4000091552734375,-0.02549252027624238
271,2019-09-13,5,0.027381909547738694,0.22476961114857286,SPXS,165.89999389648438,167.8000030517578,165.3000030517578,167.10000610351562,165.96710205078125,494270,100,9.0,,0.09,9.0,-0.399993896484375,-0.0023780850400815234
272,2019-09-16,1,0.02235678391959799,-0.18351991191044237,SPXS,169.1999969482422,169.89999389648438,167.89999389648438,168.5,167.35760498046875,623540,65,9.0,,0.09,5.85,2.0999908447265625,0.012514843900681027
273,2019-09-18,18,0.04371356783919598,0.955270847381434,SPXS,168.3000030517578,172.0,166.89999389648438,167.10000610351562,165.96710205078125,595340,82,9.0,,0.09,7.38,2.100006103515625,0.012360248257543116
